Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
387	0.0009	0.0015	0.0010	0.0020
388	0.0010	0.0021	0.0014	0.0027
389	0.0007	0.0014	0.0015	0.0022
390	0.0009	0.0013	0.0015	0.0021
391	0.0023	0.0026	0.0008	0.0036
392	0.0008	0.0008	0.0002	0.0011
393	0.0012	0.0042	0.0017	0.0047
394	0.0034	0.0046	0.0008	0.0058
395	0.0028	0.0030	0.0013	0.0043
396	0.0008	0.0015	0.0015	0.0023
397	0.0022	0.0019	0.0015	0.0032
398	0.0011	0.0019	0.0023	0.0032
399	0.0005	0.0014	0.0016	0.0022
400	0.0026	0.0009	0.0013	0.0030
401	0.0011	0.0013	0.0007	0.0018
402	0.0121	0.0182	0.0046	0.0223
403	0.0009	0.0020	0.0013	0.0025
404	0.0023	0.0036	0.0009	0.0043
405	0.0003	0.0019	0.0017	0.0026
406	0.0024	0.0032	0.0017	0.0044
407	0.0009	0.0009	0.0020	0.0024
408	0.0013	0.0024	0.0009	0.0029
409	0.0007	0.0027	0.0010	0.0030
410	0.0023	0.0009	0.0014	0.0029
411	0.0013	0.0034	0.0010	0.0037
412	0.0010	0.0020	0.0005	0.0023
413	0.0017	0.0027	0.0017	0.0036
414	0.0015	0.0012	0.0015	0.0024
415	0.0019	0.0028	0.0021	0.0040
416	0.0018	0.0032	0.0019	0.0041
417	0.0005	0.0023	0.0014	0.0028
418	0.0007	0.0018	0.0024	0.0031
419	0.0011	0.0014	0.0006	0.0019
420	0.0008	0.0025	0.0001	0.0026
421	0.0004	0.0009	0.0017	0.0020
422	0.0012	0.0022	0.0016	0.0030
423	0.0012	0.0017	0.0014	0.0025
424	0.0013	0.0013	0.0003	0.0019
425	0.0005	0.0016	0.0006	0.0018
426	0.0009	0.0015	0.0003	0.0018
427	0.0024	0.0026	0.0016	0.0039
428	0.0028	0.0029	0.0015	0.0043
429	0.0021	0.0025	0.0004	0.0033
430	0.0016	0.0015	0.0011	0.0024
431	0.0009	0.0012	0.0024	0.0028
432	0.0010	0.0016	0.0011	0.0022
433	0.0004	0.0024	0.0014	0.0028
434	0.0009	0.0009	0.0008	0.0015
435	0.0013	0.0008	0.0020	0.0026
436	0.0008	0.0015	0.0009	0.0019
437	0.0001	0.0008	0.0003	0.0009
438	0.0014	0.0019	0.0006	0.0024
439	0.0011	0.0015	0.0006	0.0019
440	0.0009	0.0016	0.0017	0.0025
441	0.0023	0.0012	0.0017	0.0031
442	0.0014	0.0020	0.0005	0.0025
443	0.0011	0.0028	0.0014	0.0033
444	0.0014	0.0007	0.0009	0.0018
445	0.0006	0.0021	0.0010	0.0024
446	0.0016	0.0023	0.0008	0.0029
447	0.0010	0.0008	0.0008	0.0016
448	0.0007	0.0011	0.0003	0.0014
449	0.0007	0.0018	0.0007	0.0020
450	0.0012	0.0025	0.0030	0.0040
451	0.0011	0.0019	0.0016	0.0027
452	0.0023	0.0030	0.0007	0.0038
453	0.0006	0.0017	0.0015	0.0023
454	0.0009	0.0007	0.0009	0.0014
455	0.0018	0.0014	0.0015	0.0028
456	0.0007	0.0009	0.0012	0.0017
457	0.0008	0.0019	0.0019	0.0028
458	0.0004	0.0020	0.0007	0.0022
459	0.0016	0.0015	0.0028	0.0036
460	0.0007	0.0015	0.0013	0.0021
461	0.0010	0.0027	0.0020	0.0035
462	0.0016	0.0014	0.0006	0.0022
463	0.0007	0.0018	0.0013	0.0023
464	0.0014	0.0021	0.0010	0.0027
465	0.0019	0.0012	0.0016	0.0028
466	0.0004	0.0015	0.0007	0.0017
467	0.0003	0.0015	0.0002	0.0016
468	0.0004	0.0012	0.0006	0.0014
469	0.0004	0.0019	0.0007	0.0020
470	0.0002	0.0024	0.0013	0.0028
471	0.0007	0.0021	0.0012	0.0026
472	0.0021	0.0018	0.0004	0.0028
473	0.0017	0.0009	0.0028	0.0034
474	0.0018	0.0006	0.0009	0.0021
475	0.0005	0.0014	0.0020	0.0025
476	0.0018	0.0025	0.0013	0.0033
477	0.0011	0.0021	0.0010	0.0026
478	0.0007	0.0018	0.0021	0.0029
479	0.0021	0.0012	0.0006	0.0025
480	0.0013	0.0010	0.0020	0.0026
481	0.0016	0.0005	0.0010	0.0020
482	0.0005	0.0011	0.0009	0.0015
483	0.0010	0.0024	0.0014	0.0030
484	0.0007	0.0014	0.0014	0.0021
485	0.0004	0.0020	0.0008	0.0022
486	0.0013	0.0007	0.0014	0.0021
487	0.0017	0.0006	0.0015	0.0023
488	0.0010	0.0009	0.0004	0.0015
489	0.0007	0.0013	0.0011	0.0019
490	0.0017	0.0033	0.0009	0.0038
491	0.0003	0.0013	0.0009	0.0016
492	0.0002	0.0025	0.0009	0.0026
493	0.0013	0.0013	0.0010	0.0021
494	0.0023	0.0017	0.0017	0.0033
495	0.0010	0.0017	0.0013	0.0024
496	0.0007	0.0010	0.0018	0.0022
497	0.0014	0.0017	0.0009	0.0024
498	0.0012	0.0006	0.0023	0.0027
499	0.0026	0.0013	0.0009	0.0030
500	0.0016	0.0009	0.0013	0.0022
501	0.0025	0.0029	0.0011	0.0040
502	0.0028	0.0032	0.0011	0.0044
503	0.0029	0.0022	0.0007	0.0037
504	0.0015	0.0020	0.0008	0.0026
505	0.0003	0.0007	0.0016	0.0018
506	0.0005	0.0013	0.0011	0.0018
507	0.0016	0.0024	0.0003	0.0029
508	0.0003	0.0037	0.0010	0.0038
509	0.0009	0.0014	0.0015	0.0023
510	0.0020	0.0027	0.0009	0.0035
511	0.0012	0.0037	0.0007	0.0039
512	0.0020	0.0007	0.0005	0.0022
513	0.0007	0.0012	0.0011	0.0018
514	0.0017	0.0012	0.0024	0.0032
515	0.0018	0.0015	0.0012	0.0026
516	0.0006	0.0013	0.0011	0.0017
517	0.0008	0.0006	0.0014	0.0017
518	0.0014	0.0012	0.0005	0.0019
519	0.0003	0.0008	0.0006	0.0011
520	0.0014	0.0010	0.0016	0.0023
521	0.0019	0.0015	0.0003	0.0024
522	0.0009	0.0007	0.0022	0.0025
523	0.0019	0.0018	0.0003	0.0026
524	0.0013	0.0004	0.0012	0.0018
525	0.0011	0.0013	0.0005	0.0018
526	0.0010	0.0010	0.0012	0.0018
527	0.0004	0.0010	0.0002	0.0011
528	0.0010	0.0021	0.0005	0.0024
529	0.0017	0.0003	0.0012	0.0022
530	0.0013	0.0011	0.0002	0.0017
531	0.0010	0.0007	0.0015	0.0019
532	0.0017	0.0018	0.0005	0.0025
533	0.0005	0.0017	0.0017	0.0025
534	0.0006	0.0011	0.0013	0.0018
535	0.0016	0.0003	0.0015	0.0022
536	0.0010	0.0013	0.0003	0.0016
537	0.0005	0.0010	0.0013	0.0017
538	0.0012	0.0020	0.0008	0.0025
539	0.0012	0.0007	0.0013	0.0019
540	0.0003	0.0014	0.0007	0.0016
541	0.0012	0.0011	0.0009	0.0019
542	0.0014	0.0014	0.0010	0.0022
543	0.0009	0.0007	0.0009	0.0015
544	0.0006	0.0006	0.0004	0.0010
545	0.0008	0.0021	0.0013	0.0026
546	0.0021	0.0007	0.0011	0.0025
547	0.0014	0.0011	0.0021	0.0028
548	0.0011	0.0017	0.0020	0.0028
549	0.0008	0.0016	0.0013	0.0022
550	0.0019	0.0008	0.0005	0.0021
551	0.0007	0.0013	0.0010	0.0018
552	0.0010	0.0015	0.0011	0.0021
553	0.0012	0.0015	0.0015	0.0025
554	0.0004	0.0026	0.0006	0.0027
555	0.0009	0.0015	0.0017	0.0025
556	0.0006	0.0014	0.0012	0.0020
557	0.0004	0.0012	0.0018	0.0022
558	0.0012	0.0022	0.0006	0.0026
559	0.0017	0.0010	0.0012	0.0023
560	0.0005	0.0009	0.0012	0.0016
561	0.0013	0.0007	0.0007	0.0017
562	0.0013	0.0010	0.0005	0.0017
563	0.0005	0.0007	0.0008	0.0012
564	0.0008	0.0009	0.0017	0.0021
565	0.0011	0.0009	0.0009	0.0017
566	0.0006	0.0003	0.0022	0.0023
567	0.0011	0.0008	0.0001	0.0013
568	0.0003	0.0010	0.0013	0.0017
569	0.0014	0.0017	0.0017	0.0028
570	0.0007	0.0004	0.0020	0.0022
571	0.0014	0.0028	0.0033	0.0045
572	0.0015	0.0005	0.0016	0.0023
573	0.0011	0.0003	0.0011	0.0016
574	0.0013	0.0014	0.0005	0.0020
575	0.0002	0.0011	0.0007	0.0014
576	0.0010	0.0004	0.0005	0.0012
577	0.0004	0.0020	0.0012	0.0024
578	0.0021	0.0011	0.0011	0.0026
579	0.0017	0.0008	0.0008	0.0020
580	0.0017	0.0018	0.0012	0.0027
