Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
387	0.0003	0.0010	0.0003	0.0011
388	0.0016	0.0017	0.0005	0.0024
389	0.0010	0.0011	0.0014	0.0020
390	0.0011	0.0001	0.0013	0.0017
391	0.0008	0.0010	0.0013	0.0019
392	0.0013	0.0010	0.0010	0.0019
393	0.0037	0.0002	0.0023	0.0044
394	0.0072	0.0019	0.0037	0.0083
395	0.0014	0.0022	0.0025	0.0036
396	0.0014	0.0010	0.0010	0.0019
397	0.0011	0.0020	0.0013	0.0027
398	0.0018	0.0017	0.0011	0.0027
399	0.0022	0.0015	0.0021	0.0034
400	0.0020	0.0006	0.0008	0.0022
401	0.0058	0.0015	0.0058	0.0083
402	0.0332	0.0073	0.0228	0.0409
403	0.0039	0.0006	0.0027	0.0048
404	0.0040	0.0026	0.0035	0.0059
405	0.0017	0.0009	0.0027	0.0033
406	0.0033	0.0011	0.0015	0.0038
407	0.0026	0.0019	0.0015	0.0036
408	0.0034	0.0038	0.0027	0.0058
409	0.0024	0.0014	0.0004	0.0029
410	0.0030	0.0003	0.0041	0.0051
411	0.0025	0.0001	0.0027	0.0037
412	0.0014	0.0015	0.0010	0.0023
413	0.0017	0.0003	0.0011	0.0021
414	0.0024	0.0021	0.0009	0.0033
415	0.0011	0.0015	0.0004	0.0019
416	0.0013	0.0002	0.0008	0.0016
417	0.0016	0.0028	0.0009	0.0033
418	0.0027	0.0011	0.0028	0.0040
419	0.0007	0.0014	0.0020	0.0025
420	0.0006	0.0016	0.0034	0.0038
421	0.0012	0.0003	0.0006	0.0013
422	0.0007	0.0018	0.0017	0.0026
423	0.0018	0.0008	0.0013	0.0024
424	0.0021	0.0015	0.0017	0.0031
425	0.0009	0.0010	0.0015	0.0020
426	0.0028	0.0010	0.0024	0.0038
427	0.0037	0.0030	0.0011	0.0049
428	0.0022	0.0004	0.0003	0.0023
429	0.0020	0.0026	0.0010	0.0034
430	0.0018	0.0009	0.0009	0.0023
431	0.0013	0.0006	0.0014	0.0020
432	0.0018	0.0016	0.0016	0.0029
433	0.0018	0.0010	0.0019	0.0027
434	0.0034	0.0003	0.0013	0.0036
435	0.0002	0.0014	0.0024	0.0028
436	0.0011	0.0018	0.0026	0.0033
437	0.0004	0.0014	0.0010	0.0018
438	0.0025	0.0022	0.0022	0.0040
439	0.0014	0.0026	0.0043	0.0052
440	0.0011	0.0008	0.0023	0.0027
441	0.0019	0.0026	0.0020	0.0038
442	0.0008	0.0008	0.0008	0.0014
443	0.0004	0.0038	0.0007	0.0039
444	0.0009	0.0009	0.0004	0.0013
445	0.0021	0.0011	0.0021	0.0032
446	0.0011	0.0016	0.0021	0.0029
447	0.0004	0.0006	0.0019	0.0020
448	0.0012	0.0015	0.0014	0.0024
449	0.0017	0.0016	0.0006	0.0024
450	0.0019	0.0007	0.0023	0.0030
451	0.0008	0.0016	0.0014	0.0023
452	0.0012	0.0019	0.0012	0.0025
453	0.0017	0.0015	0.0010	0.0025
454	0.0011	0.0022	0.0012	0.0027
455	0.0017	0.0013	0.0013	0.0025
456	0.0030	0.0018	0.0027	0.0044
457	0.0020	0.0013	0.0009	0.0026
458	0.0021	0.0027	0.0015	0.0037
459	0.0029	0.0011	0.0027	0.0042
460	0.0020	0.0011	0.0022	0.0032
461	0.0034	0.0023	0.0014	0.0043
462	0.0018	0.0014	0.0005	0.0024
463	0.0020	0.0014	0.0009	0.0026
464	0.0017	0.0015	0.0012	0.0025
465	0.0018	0.0023	0.0020	0.0036
466	0.0019	0.0011	0.0010	0.0024
467	0.0020	0.0003	0.0009	0.0022
468	0.0002	0.0013	0.0015	0.0020
469	0.0022	0.0011	0.0024	0.0034
470	0.0016	0.0005	0.0011	0.0021
471	0.0005	0.0007	0.0006	0.0010
472	0.0014	0.0011	0.0012	0.0021
473	0.0009	0.0005	0.0020	0.0022
