Frequency [Hz]	 X-Axis [uT]	Y-Axis [uT]	Z-Axis [uT]	Total [uT]
395	0.0008	0.0004	0.0025	0.0026
396	0.0014	0.0003	0.0001	0.0014
397	0.0014	0.0004	0.0007	0.0017
398	0.0020	0.0017	0.0018	0.0031
399	0.0010	0.0020	0.0006	0.0023
400	0.0029	0.0012	0.0007	0.0033
401	0.0009	0.0007	0.0014	0.0018
402	0.0006	0.0007	0.0022	0.0024
403	0.0023	0.0005	0.0017	0.0029
404	0.0006	0.0009	0.0012	0.0016
405	0.0026	0.0012	0.0006	0.0029
406	0.0010	0.0015	0.0008	0.0020
407	0.0008	0.0012	0.0013	0.0019
408	0.0004	0.0011	0.0018	0.0021
409	0.0005	0.0007	0.0006	0.0011
410	0.0009	0.0017	0.0006	0.0020
411	0.0009	0.0018	0.0009	0.0023
412	0.0006	0.0005	0.0007	0.0010
413	0.0015	0.0023	0.0005	0.0028
414	0.0010	0.0012	0.0004	0.0016
415	0.0014	0.0015	0.0005	0.0021
416	0.0019	0.0011	0.0002	0.0022
417	0.0022	0.0018	0.0007	0.0029
418	0.0018	0.0004	0.0009	0.0020
419	0.0018	0.0014	0.0006	0.0024
420	0.0006	0.0007	0.0001	0.0010
421	0.0009	0.0008	0.0007	0.0014
422	0.0009	0.0008	0.0006	0.0014
423	0.0004	0.0012	0.0014	0.0018
424	0.0015	0.0008	0.0012	0.0021
425	0.0011	0.0008	0.0010	0.0017
426	0.0015	0.0015	0.0004	0.0021
427	0.0012	0.0010	0.0005	0.0016
428	0.0003	0.0001	0.0004	0.0005
429	0.0005	0.0006	0.0020	0.0021
430	0.0009	0.0004	0.0007	0.0012
431	0.0001	0.0011	0.0028	0.0030
432	0.0014	0.0007	0.0001	0.0016
433	0.0005	0.0023	0.0006	0.0024
434	0.0012	0.0015	0.0007	0.0020
435	0.0008	0.0009	0.0011	0.0016
436	0.0012	0.0007	0.0019	0.0023
437	0.0016	0.0006	0.0003	0.0017
438	0.0007	0.0005	0.0008	0.0012
439	0.0008	0.0006	0.0011	0.0015
440	0.0007	0.0010	0.0012	0.0017
441	0.0015	0.0014	0.0013	0.0024
442	0.0007	0.0007	0.0011	0.0015
443	0.0014	0.0001	0.0005	0.0015
444	0.0021	0.0008	0.0002	0.0022
445	0.0008	0.0017	0.0003	0.0019
